,artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userId
3725,David Bowie,Logged In,Samuel,M,0,Gonzalez,174.41914,free,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1540490000000.0,690,Sorrow (1997 Digital Remaster),200,1542550000000.0,61.0
3726,Tavares,Logged In,Jacqueline,F,27,Lynch,374.09914,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Don't Take Away The Music,200,1542550000000.0,29.0
3727,The String Cheese Incident,Logged In,Samuel,M,1,Gonzalez,392.35873,free,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1540490000000.0,690,Bigger Isn't Better,200,1542550000000.0,61.0
3728,Pixies,Logged In,Chloe,F,0,Roth,113.78893,free,"Indianapolis-Carmel-Anderson, IN",PUT,NextSong,1540700000000.0,511,Break My Body,200,1542550000000.0,78.0
3729,Meet Me In St Louis,Logged In,Jacqueline,F,28,Lynch,275.27791,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,I've Got Knives In My Eyes I'm Going Home Sick,200,1542550000000.0,29.0
3730,Syd Barrett,Logged In,Jacqueline,F,29,Lynch,114.65098,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Effervescing Elephant,200,1542550000000.0,29.0
3731,Cat Stevens,Logged In,Jacqueline,F,30,Lynch,167.6273,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,If You Want To Sing Out_ Sing Out,200,1542550000000.0,29.0
3732,Cosmic Gate,Logged In,Kaylee,F,0,Summers,652.59057,free,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1540340000000.0,675,I Feel Wonderful (AM to PM Mix),200,1542550000000.0,8.0
3733,Spoon,Logged In,Jacqueline,F,31,Lynch,224.73098,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Who Makes Your Money,200,1542550000000.0,29.0
3734,The Dodos,Logged In,Jacqueline,F,32,Lynch,282.53995,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Fools,200,1542550000000.0,29.0
3735,Cartola,Logged In,Jacqueline,F,33,Lynch,127.242,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Tive Sim,200,1542550000000.0,29.0
3736,Supertramp,Logged In,Jacqueline,F,34,Lynch,264.38485,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,It's Raining Again,200,1542550000000.0,29.0
3737,The Ruts,Logged In,Jacqueline,F,35,Lynch,338.96444,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,West One (Shine On Me),200,1542550000000.0,29.0
3738,Marisa Monte,Logged In,Jacqueline,F,36,Lynch,157.98812,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Abololo,200,1542550000000.0,29.0
3739,Smile Empty Soul,Logged In,Jacqueline,F,37,Lynch,218.61832,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Bottom of a Bottle (Explicit Album Version),200,1542550000000.0,29.0
3740,M83,Logged In,Jacqueline,F,38,Lynch,251.79383,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Unrecorded,200,1542560000000.0,29.0
3741,Beats Antique,Logged In,Jacqueline,F,39,Lynch,185.46893,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Roustabout (Bassnectar REMIX),200,1542560000000.0,29.0
3742,Why?,Logged In,Jacqueline,F,40,Lynch,246.07302,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,The Vowels Pt. 2,200,1542560000000.0,29.0
3743,Chris Clark,Logged In,Jacqueline,F,41,Lynch,162.11546,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,From Head To Toe,200,1542560000000.0,29.0
3744,The Concretes,Logged In,Jacqueline,F,42,Lynch,195.082,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,On The Radio (Edit),200,1542560000000.0,29.0
3745,BeyoncÃÂ©,Logged In,Jacqueline,F,43,Lynch,261.74649,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Halo,200,1542560000000.0,29.0
3746,Enya,Logged In,Jacqueline,F,44,Lynch,218.53995,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Only Time (Original Version),200,1542560000000.0,29.0
3747,CÃÂ©line Dion,Logged In,Jacqueline,F,45,Lynch,219.37587,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Ne me plaignez pas,200,1542560000000.0,29.0
3748,Rise Against,Logged In,Jacqueline,F,46,Lynch,245.96853,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Audience Of One,200,1542560000000.0,29.0
3749,Kaiser Chiefs,Logged In,Jacqueline,F,47,Lynch,203.07546,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Ruby,200,1542560000000.0,29.0
3750,Jag Panzer,Logged In,Jacqueline,F,48,Lynch,217.99138,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Reign Of The Tyrants,200,1542560000000.0,29.0
3751,My Chemical Romance,Logged In,Jacqueline,F,49,Lynch,203.41506,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,The Ghost Of You (Album Version),200,1542560000000.0,29.0
3752,Zeromancer,Logged In,Jacqueline,F,50,Lynch,360.85506,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Cupola,200,1542560000000.0,29.0
3753,The Cardigans,Logged In,Jacqueline,F,51,Lynch,197.38077,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Losers,200,1542560000000.0,29.0
3754,Future Rock,Logged In,Jacqueline,F,52,Lynch,239.90812,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Gears,200,1542560000000.0,29.0
3755,Lady GaGa,Logged In,Jacqueline,F,53,Lynch,274.18077,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Alejandro,200,1542560000000.0,29.0
3756,,Logged In,Ryan,M,0,Smith,,free,"San Jose-Sunnyvale-Santa Clara, CA",GET,Home,1541020000000.0,686,,200,1542560000000.0,26.0
3757,Keyshia Cole,Logged In,Jacqueline,F,54,Lynch,227.60444,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Superstar,200,1542560000000.0,29.0
3758,Big Star,Logged In,Jacqueline,F,55,Lynch,203.51955,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,When My Baby's Beside Me,200,1542560000000.0,29.0
3759,Armin van Buuren,Logged In,Ryan,M,1,Smith,435.51302,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1541020000000.0,686,Hold On To Me,200,1542560000000.0,26.0
3760,Harmonia,Logged In,Jacqueline,F,56,Lynch,655.77751,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Sehr kosmisch,200,1542560000000.0,29.0
3761,Jermaine Jackson,Logged In,Jacqueline,F,57,Lynch,206.8371,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,I Need You,200,1542560000000.0,29.0
3762,The Sons Of the Pioneers,Logged In,Jacqueline,F,58,Lynch,175.59465,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Cool Water,200,1542560000000.0,29.0
3763,TiÃÂ«sto,Logged In,Jacqueline,F,59,Lynch,231.73179,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,In The Dark (ft. Christian Burns),200,1542560000000.0,29.0
3764,U2,Logged In,Jacqueline,F,60,Lynch,247.66649,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Window In The Skies,200,1542560000000.0,29.0
3765,Kanye West / Nas / Really Doe,Logged In,Jacqueline,F,61,Lynch,448.57424,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,We Major,200,1542560000000.0,29.0
3766,Radney Foster,Logged In,Jacqueline,F,62,Lynch,288.96608,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Sweet And Wild,200,1542560000000.0,29.0
3767,Binary Star,Logged In,Jacqueline,F,63,Lynch,268.93016,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Solar Powered,200,1542560000000.0,29.0
3768,Eminem,Logged In,Jacqueline,F,64,Lynch,284.18567,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,The Real Slim Shady,200,1542560000000.0,29.0
3769,Sick Puppies,Logged In,Jacqueline,F,65,Lynch,248.58077,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,What Are You Looking For,200,1542560000000.0,29.0
3770,OneRepublic,Logged In,Jacqueline,F,66,Lynch,224.67873,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Secrets,200,1542560000000.0,29.0
3771,Say Anything,Logged In,Jacqueline,F,67,Lynch,180.03546,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Wow_ I Can Get Sexual Too,200,1542560000000.0,29.0
3772,Nine Inch Nails,Logged In,Jacqueline,F,68,Lynch,179.06893,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,A Warm Place,200,1542560000000.0,29.0
3773,Bebe,Logged In,Jacqueline,F,69,Lynch,234.762,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,El Golpe,200,1542560000000.0,29.0
3774,Pennywise,Logged In,Jacqueline,F,70,Lynch,138.05669,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Waste of Time,200,1542560000000.0,29.0
3775,Justice,Logged In,Jacqueline,F,71,Lynch,265.16853,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Waters Of Nazareth (album version),200,1542560000000.0,29.0
3776,Panic At The Disco,Logged In,Jacqueline,F,72,Lynch,259.29098,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Behind The Sea [Live In Chicago],200,1542560000000.0,29.0
3777,Los LÃÂ¡tigos,Logged In,Jacqueline,F,73,Lynch,122.17424,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Besos Y Caricias,200,1542560000000.0,29.0
3778,Sick Puppies,Logged In,Jacqueline,F,74,Lynch,209.44934,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Maybe,200,1542560000000.0,29.0
3779,David Crowder*Band,Logged In,Jacqueline,F,75,Lynch,165.14567,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,I Saw The Light,200,1542560000000.0,29.0
3780,Supersister,Logged In,Jacqueline,F,76,Lynch,606.06649,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,A Girl Named You,200,1542560000000.0,29.0
3781,Faith No More,Logged In,Jacqueline,F,77,Lynch,249.86077,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Last Cup Of Sorrow,200,1542560000000.0,29.0
3782,Jet Black Stare,Logged In,Jacqueline,F,78,Lynch,211.30404,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Rearview Mirror,200,1542570000000.0,29.0
3783,,Logged In,Jacqueline,F,79,Lynch,,paid,"Atlanta-Sandy Springs-Roswell, GA",GET,Home,1540220000000.0,589,,200,1542570000000.0,29.0
3784,Muse,Logged In,Jacqueline,F,80,Lynch,209.50159,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Supermassive Black Hole (Twilight Soundtrack Version),200,1542570000000.0,29.0
3785,Nikka Costa,Logged In,Jacqueline,F,81,Lynch,228.46649,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Just Because,200,1542570000000.0,29.0
3786,The Black Keys,Logged In,Jacqueline,F,82,Lynch,139.51955,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,I'll Be Your Man,200,1542570000000.0,29.0
3787,ExposÃÂ©,Logged In,Jacqueline,F,83,Lynch,249.41669,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Let Me Be The One,200,1542570000000.0,29.0
3788,Otis Rush,Logged In,Jacqueline,F,84,Lynch,142.62812,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Sit Down Baby,200,1542570000000.0,29.0
3789,Wavves,Logged In,Jacqueline,F,85,Lynch,193.59302,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,So Bored,200,1542570000000.0,29.0
3790,Taking Back Sunday,Logged In,Jacqueline,F,86,Lynch,234.08281,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,The Ballad Of Sal Villanueva (Album Version),200,1542570000000.0,29.0
3791,Apocalyptica,Logged In,Jacqueline,F,87,Lynch,206.15791,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Quutamo,200,1542570000000.0,29.0
3792,Reel Big Fish,Logged In,Jacqueline,F,88,Lynch,158.51057,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Turn The Radio Off,200,1542570000000.0,29.0
3793,Love Shop,Logged In,Jacqueline,F,89,Lynch,308.1922,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,En Nat Bliver Det Sommer,200,1542570000000.0,29.0
3794,Erin McKeown,Logged In,Jacqueline,F,90,Lynch,338.46812,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Fast As I Can,200,1542570000000.0,29.0
3795,Deadmau5,Logged In,Jacqueline,F,91,Lynch,463.04608,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Slip,200,1542570000000.0,29.0
3796,Guns N' Roses,Logged In,Jacqueline,F,92,Lynch,322.2722,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,The Garden,200,1542570000000.0,29.0
3797,Dntel,Logged In,Jacqueline,F,93,Lynch,226.82077,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,I'd Like To Know,200,1542570000000.0,29.0
3798,Faron Young,Logged In,Jacqueline,F,94,Lynch,135.31383,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Hello Walls,200,1542570000000.0,29.0
3799,Fonseca,Logged In,Jacqueline,F,95,Lynch,276.03546,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Como Me Mira,200,1542570000000.0,29.0
3800,Platero Y Tu,Logged In,Magdalene,F,0,Herman,133.61587,free,"Dallas-Fort Worth-Arlington, TX",PUT,NextSong,1540770000000.0,656,Imanol,200,1542570000000.0,77.0
3801,Goldfrapp,Logged In,Jacqueline,F,96,Lynch,285.36118,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Beautiful,200,1542570000000.0,29.0
3802,Simon Harris,Logged In,Magdalene,F,1,Herman,195.83955,free,"Dallas-Fort Worth-Arlington, TX",PUT,NextSong,1540770000000.0,656,Sample Track 2,200,1542570000000.0,77.0
3803,Hoobastank,Logged In,Jacqueline,F,97,Lynch,202.57914,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Up And Gone,200,1542570000000.0,29.0
3804,Various Artists - Delicious Vinyl,Logged In,Jacqueline,F,98,Lynch,264.25424,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Bust A Move,200,1542570000000.0,29.0
3805,Buena Vista Social Club,Logged In,Jacqueline,F,99,Lynch,174.28853,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,La Bayamesa,200,1542570000000.0,29.0
3806,Train,Logged In,Jacqueline,F,100,Lynch,205.45261,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Marry Me,200,1542570000000.0,29.0
3807,,Logged In,Jacqueline,F,101,Lynch,,paid,"Atlanta-Sandy Springs-Roswell, GA",GET,Home,1540220000000.0,589,,200,1542570000000.0,29.0
3808,Diam's,Logged In,Jacqueline,F,102,Lynch,250.72281,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Dans Ma Bulle (Edit Radio - Live 2006),200,1542570000000.0,29.0
3809,Seal,Logged In,Jacqueline,F,103,Lynch,288.9922,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,The Beginning (Single Remix),200,1542570000000.0,29.0
3810,Flying Lotus,Logged In,Jacqueline,F,104,Lynch,191.16363,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Hello,200,1542570000000.0,29.0
3811,Belouis Some,Logged In,Jacqueline,F,105,Lynch,331.15383,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Imagination (12'' Version),200,1542570000000.0,29.0
3812,,Logged In,Chloe,F,0,Cuevas,,paid,"San Francisco-Oakland-Hayward, CA",GET,Home,1540940000000.0,695,,200,1542570000000.0,49.0
3813,Estuera,Logged In,Chloe,F,1,Cuevas,505.44281,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,695,Palma Solane,200,1542570000000.0,49.0
3814,The Fray,Logged In,Jacqueline,F,106,Lynch,256.60036,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Never Say Never,200,1542570000000.0,29.0
3815,Muse,Logged In,Jacqueline,F,107,Lynch,223.63383,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Sunburn [Live],200,1542570000000.0,29.0
3816,The Libertines,Logged In,Chloe,F,2,Cuevas,160.39138,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,695,Up The Bracket,200,1542570000000.0,49.0
3817,Taylor Swift,Logged In,Jacqueline,F,108,Lynch,233.89995,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Love Story,200,1542570000000.0,29.0
3818,Bobby Lee,Logged In,Jacqueline,F,109,Lynch,247.43138,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Be Aware,200,1542570000000.0,29.0
3819,Great White,Logged In,Jacqueline,F,110,Lynch,357.14567,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,House Of Broken Love,200,1542570000000.0,29.0
3820,,Logged In,Chloe,F,3,Cuevas,,paid,"San Francisco-Oakland-Hayward, CA",GET,Help,1540940000000.0,695,,200,1542570000000.0,49.0
3821,,Logged In,Jacqueline,F,111,Lynch,,paid,"Atlanta-Sandy Springs-Roswell, GA",GET,Home,1540220000000.0,589,,200,1542570000000.0,29.0
3822,Boys Noize,Logged In,Jacqueline,F,112,Lynch,330.762,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,DonÃÂ´t Believe The Hype,200,1542570000000.0,29.0
3823,Katy Perry,Logged In,Jacqueline,F,113,Lynch,179.40853,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,I Kissed A Girl,200,1542570000000.0,29.0
3824,Platero Y Tu,Logged In,Jacqueline,F,114,Lynch,133.61587,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Imanol,200,1542570000000.0,29.0
3825,Kim Carnes,Logged In,Jacqueline,F,115,Lynch,217.28608,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Crazy In The Night (Barking At Airplanes),200,1542570000000.0,29.0
3826,Apollo 100,Logged In,Jacqueline,F,116,Lynch,163.42159,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Joy,200,1542570000000.0,29.0
3827,,Logged In,Chloe,F,4,Cuevas,,paid,"San Francisco-Oakland-Hayward, CA",GET,Downgrade,1540940000000.0,695,,200,1542570000000.0,49.0
3828,The Black Keys,Logged In,Jacqueline,F,117,Lynch,191.76444,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Howlin For You,200,1542570000000.0,29.0
3829,Gorod,Logged In,Jacqueline,F,118,Lynch,291.02975,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Disavow your God (Album Version),200,1542570000000.0,29.0
3830,,Logged In,Jacqueline,F,119,Lynch,,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,Logout,1540220000000.0,589,,307,1542570000000.0,29.0
3831,,Logged Out,,,120,,,paid,,GET,Home,,589,,200,1542570000000.0,
3832,,Logged Out,,,121,,,paid,,PUT,Login,,589,,307,1542570000000.0,
3833,,Logged In,Jacqueline,F,122,Lynch,,paid,"Atlanta-Sandy Springs-Roswell, GA",GET,Home,1540220000000.0,589,,200,1542570000000.0,29.0
3834,Jack Johnson,Logged In,Jacqueline,F,123,Lynch,264.82893,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Monsoon,200,1542570000000.0,29.0
3835,M.I.A.,Logged In,Chloe,F,5,Cuevas,206.13179,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,695,Paper Planes,200,1542570000000.0,49.0
3836,Caribou,Logged In,Jacqueline,F,124,Lynch,315.48036,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Odessa,200,1542570000000.0,29.0
3837,Missy Elliott,Logged In,Chloe,F,6,Cuevas,256.54812,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,695,Meltdown (Amended Album Version),200,1542570000000.0,49.0
3838,Los Originales De San Juan,Logged In,Jacqueline,F,125,Lynch,156.73424,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,El Infeliz,200,1542570000000.0,29.0
3839,Michael BublÃÂ©,Logged In,Chloe,F,7,Cuevas,152.08444,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,695,All I Do Is Dream Of You (Album Version),200,1542570000000.0,49.0
3840,Weezer,Logged In,Jacqueline,F,126,Lynch,139.65016,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Photograph,200,1542570000000.0,29.0
3841,Gary Stewart,Logged In,Chloe,F,8,Cuevas,182.67383,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,695,Back Sliders Wine,200,1542570000000.0,49.0
3842,,Logged In,Jacqueline,F,127,Lynch,,paid,"Atlanta-Sandy Springs-Roswell, GA",GET,Downgrade,1540220000000.0,589,,200,1542580000000.0,29.0
3843,,Logged In,Aiden,M,0,Hess,,free,"La Crosse-Onalaska, WI-MN",GET,Home,1540830000000.0,687,,200,1542580000000.0,86.0
3844,Travie McCoy,Logged In,Aiden,M,1,Hess,211.12118,free,"La Crosse-Onalaska, WI-MN",PUT,NextSong,1540830000000.0,687,Billionaire [feat. Bruno Mars]  (Explicit Album Version),200,1542580000000.0,86.0
3845,Frumpies,Logged In,Anabelle,F,0,Simpson,134.47791,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1541040000000.0,455,Hello Kitty,200,1541900000000.0,69.0
3846,Kenny G with Peabo Bryson,Logged In,Anabelle,F,1,Simpson,264.75057,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1541040000000.0,455,By The Time This Night Is Over,200,1541900000000.0,69.0
3847,Biffy Clyro,Logged In,Anabelle,F,2,Simpson,189.83138,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1541040000000.0,455,God & Satan,200,1541900000000.0,69.0
3848,,Logged In,Lily,F,0,Burns,,free,"New York-Newark-Jersey City, NY-NJ-PA",GET,Home,1540620000000.0,456,,200,1541910000000.0,32.0
3849,HIM,Logged In,Lily,F,1,Burns,212.06159,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540620000000.0,456,Beautiful,200,1541910000000.0,32.0
3850,Matmos,Logged In,Joseph,M,0,Gutierrez,1449.11628,free,"Columbia, SC",PUT,NextSong,1540810000000.0,284,Supreme Balloon,200,1541910000000.0,75.0
3851,Gary Allan,Logged In,Ryann,F,0,Smith,259.83955,free,"Palestine, TX",PUT,NextSong,1540690000000.0,328,The One,200,1541930000000.0,92.0
3852,Miracle Fortress,Logged In,Ryann,F,1,Smith,200.9073,free,"Palestine, TX",PUT,NextSong,1540690000000.0,328,Five Roses,200,1541930000000.0,92.0
